Full Name,Description,Job,Education Place,Native Language,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Method,Death Reason
Leela Dube,Indian Anthropologist,Anthropologist,,,India,,,,1923-03-27,2012-05-20,,,,
M. K. Binodini Devi,Indian Writer,Author,University Of Calcutta,,India,,,,1922-02-06,2011-01-17,Imphal,Imphal,,
Lorna Cordeiro,Indian Musician,Singer,,,India,,,,1944-08-09,,Saligao,,,
Madhavi Pattanayak,Poet In The Oriya Language,Poet,,,India,,,,,,,,,
Madhu Sapre,Indian Model,Model,,,India,,,,1971-07-14,,Mumbai,,,
Maharani Swarnamoyee,Indian Philanthropist,Writer,,,India,,,,1838-01-01,1897-08-25,,,,
Madhavi Sardesai,Indian Academic,Academic,,,India,,,,1962-07-07,2014-12-22,Lisbon,Goa,,
Mahe Jabeen,Indian Writer,Author,North-Eastern Hill University,,India,,,,1961-01-01,,Nellore,,,
Mallika Kapoor,Indian Actress,Actor,,,India,,,,1985-01-01,,Delhi,,,
Malati Bedekar,Indian Writer,Author,,,India,,,Vishram Bedekar,1905-03-18,2001-05-07,,,,
Mallika Yunis,Indian Novelist,Writer,,,India,,,,,,,,,
Mamta Kharab,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1982-01-26,,,,,
Mamata Shankar,Indian Actress,Actor,University Of Calcutta,,India,Uday Shankar,Amala Shankar,,1955-01-07,,Kolkata,,,
Malati Choudhury,Indian Activist,Social Worker,,,India,,,Nabakrushna Choudhuri,1904-07-26,1998-03-15,Bihar,,,
Mallika Sengupta,"Bengali Poet, Feminist, Activist And Reader Of Sociology",Author,,,India,,,Subodh Sarkar,1960-01-01,2011-05-28,Nadia District,Lucknow,,
Mandy Takhar,British Punjabi Model And Actress,Actor,Kingston University,,India,,,,1987-05-01,,Wolverhampton,,,
Manikuntala Sen,Indian Activist,Politician,University Of Calcutta,Bengali,India,,,,1910-12-11,1987-09-11,Barisal,,,
Manjula Vijayakumar,Indian Actress,Actor,,,India,,,Vijayakumar,1953-09-09,2013-07-23,,Chennai,Accident,Fall
Manjit Tiwana,Punjabi Poet,Writer,,,India,,,,1947-01-01,,,,,
Manjari Phadnis,Indian Actress,Model,,,India,,,,1983-07-10,,Mumbai,,,
Mary Pickford,Neuroendocrinologist,Physiologist,Bedford College,,India,,,,1902-08-14,2002-08-14,Jabalpur,Nether Wallop,,
Mata Nihal Kaur,Mother Of Sikh Guru,,,,India,,,,,,,,,
Meera Vasudevan,Indian Film Actress And Model,Actor,,,India,,,,1982-01-29,,Mumbai,,,
Meghana Narayan,Indian Swimmer,Swimmer,Oriel College,,India,,,,1984-05-11,,,,,
Meghana Raj,Indian Actress,Film Actor,Christ University,,India,,,Chiranjeevi Sarja,1990-05-03,,Bengaluru,,,
Mirai Chatterjee,Indian Activist,Social Worker,Harvard University,,India,,,,1959-01-01,,,,,
Mina Swaminathan,Indian Educationalist,Academic,University Of Delhi,,India,,,M. S. Swaminathan,1933-03-29,,Delhi,,,
Minati Sen,Indian Politician,Politician,,,India,,,,1943-10-02,,Dinajpur District,,,
Mithu Alur,Disability Rights Activist,Academic,Ucl Institute Of Education,,India,,,,1943-03-27,,Kolkata,,,
Mohsina Kidwai,Indian Politician,Politician,Aligarh Muslim University,,India,,,,1932-01-01,,,,,
Monalisa Baruah Mehta,Indian Table Tennis Player,Table Tennis Player,,,India,,,,,,Assam,,,
Mrunalini Desai,Writer,Writer,,,India,,,,,,,,,
Muktha,Indian Actress,Actor,,,India,,,,1991-11-19,,Kothamangalam,,,
Mona Thiba,Indian Actress,Actor,,,India,,,,,,Gujarat,,,
Mona Vasu,Indian Actress,Actor,,,India,,,,1982-10-15,,Kozhikode,,,
Mugdha Godse,Indian Actress,Actor,Savitribai Phule Pune University,,India,,,,1986-07-26,,Pune,,,
Mythili Kumar,"Indian Traditional Dancer , Choreographer",Dancer,,,United States Of America,,,,,,,,,
Mumtaz Sorcar,Indian Actress,Actor,University Of Calcutta,,India,Prodip Chandra Sorcar,,,1986-09-15,,Kolkata,,,
Nandini Bhaktavatsala,Indian Actress,Actor,,,India,,,,1974-01-01,,,,,
Namita Gokhale,Indian Writer,Author,University Of Delhi,,India,,,,1956-01-01,,Lucknow,,,
Navnindra Behl,Indian Actor And Director,Actor,,,India,,,Lalit Behl,1949-10-30,,Delhi,,,
Nazima,Indian Actress,Actor,,,India,,,,1948-06-14,1975-09-19,Nashik,,,
Nazneen Ghaani,Indian Film Actress,Actor,,,India,,,,,,Mumbai,,,
Neela Satyanarayanan,Indian Civil Servant,Civil Servant,,,India,,,,1948-02-05,2020-07-16,,,,Covid-19
Neecia Majolly,Indian Musician,Musician,,,India,,,,,,,,,
Neha Aggarwal,Indian Table Tennis Player,Table Tennis Player,Delhi Public School Society,,India,,,,1990-01-11,,,,,
Neelu Vaghela,Actor And Dancer,Actor,,,India,,,,1970-04-15,,Rajasthan,,,
Ngangbam Soniya Chanu,Indian Weightlifter,Weightlifter,,,India,,,,1980-02-15,,,,,
Nilanjana S. Roy,Indian Journalist,Writer,,,India,,,,1971-01-01,,,,,
Nirmla Kumari Shaktawat,Indian Politician,Politician,,,India,,,,1938-00-00,,,,,
Neelima Azeem,Indian Actress,Actor,,,India,,,Pankaj Kapur,1959-12-02,,Mumbai,,,
Nilima Sen,Indian Singer,Singer,Visva-Bharati University,,British India,,,,1928-01-01,1996-01-01,,,,
Nidhi Razdan,Indian Journalist,News Presenter,Lady Shri Ram College For Women,,India,,,Neelesh Misra,1978-04-11,,New Delhi,,,
Nivedita Joshi,Indian Actress,Actor,,,India,,,Ashok Saraf,1965-06-06,,Mumbai,,,
Oviya,South Indian Actress,Actor,,,India,,,,1991-04-29,,Thrissur,,,
P. S. Keerthana,Indian Actress,Actor,,,India,R. Parthiepan,Seetha,,1992-08-17,,Chennai,,,
Pallavi Subhash,Indian Actress,Actor,,,India,,,,1984-06-09,,Mumbai,,,
Paramita Roy,Indian Film Director,Film Director,University Of Calcutta,,India,,,,1962-12-25,,,,,
Parvathamma Rajkumar,Indian Film Producer,Film Producer,,,India,,,Dr. Rajkumar,1939-12-06,2017-05-31,Nanjangud,Bengaluru,,
Pattu Rajagopalan,Indian Singer,Singer,,,India,,,,,,,,,
Paromita Banerjee,Indian Fashion Designer,Fashion Designer,National Institute Of Design,,India,,,,,,,,,
Paroma Banerji,Bengali Singer,Actor,,,India,,,,,,,,,
Parno Mittra,Indian Actress,Actor,University Of Calcutta,,India,,,,1989-10-31,,Siliguri,,,
Paoli Dam,Indian Actress,Actor,Vidyasagar College,Bengali,India,,,,1980-10-04,,Kolkata,,,
Perin Jamsetjee Mistri,Indian Architect,Architect,Sir Jamsetjee Jeejebhoy School Of Art,,India,,,,1913-00-00,1989-00-00,,,,
Pervin Shroff,Indian Scientist,Scientist,Columbia University,,India,,,,,,India,,,
Kumkum Mohanty,Indian Dancer,Dancer,Utkal University,,India,,,,1946-09-10,,Cuttack District,,,
Poile Sengupta,Indian Writer,Author,,,India,,,,1948-01-01,,,,,
Pop Shalini,Indian Singer,Singer,,,India,,,,1984-01-01,,Chennai,,,
Pradnya Daya Pawar,Indian Writer,Writer,,,India,,,,1966-02-11,,,,,
Pramila Dandavate,Indian Politician,Politician,Sndt Women'S University,,India,,,Madhu Dandavate,1928-08-27,2001-12-31,Mumbai,,,
Pooja Gaur,Indian Actress,Actor,,,India,,,,1991-06-01,,Ahmedabad,,,
Pooja Salvi,Indian Actress,Actor,,,India,,,,1988-03-25,,,,,
Poornima Indrajith,Indian Actress,Actor,,,India,,,Indrajith Sukumaran,1980-12-13,,Kerala,,,
Poonam Bajwa,Indian Film Actress And Model,Actor,,,India,,,,1989-04-05,,Mumbai,,,
Prachi Tehlan,Indian Sports Athlete,Netballer,,,India,,,,1989-10-02,,Delhi,,,
Prarthana Behere,Indian Actress,Actor,,,India,,,,1983-07-00,,Gujarat,,,
Prastuti Parashar,Indian Actress,Actor,,,India,,,,1981-12-15,,"Jorhat, Assam",,,
Pratima Kumari,Indian Weightlifter,Weightlifter,,,India,,,,1976-01-30,,,,,
Pravrajika Shraddhaprana,Hindu Leader,Academic,,,India,,,,1918-00-00,2009-00-00,Patna,,,
Prema Cariappa,Indian Politician,Politician,,,India,,,,1951-07-15,,Virajpet,,,
Priya Bapat,Indian Actress,Actor,,,India,,,Umesh Kamat,1986-09-18,,Mumbai,,,
Preeti Sagar,Indian Playback Singer,Singer,,,India,,,,2000-00-00,,India,,,
Priya Kanungo,Indian Singer,Singer,,,India,,,,,,,,,
Priya Ravichandran,Indian Fire Officer,Civil Servant,Ethiraj College For Women,,India,,,,,,,,,
Priya Rajvansh,Indian Actress,Actor,Royal Academy Of Dramatic Art,,India,,,,1937-00-00,2000-03-27,Shimla,Mumbai,Homicide,
Pushpa Devi Singh,Indian Politician,Politician,Vikram University,,India,,,,1948-05-18,,,,,
Priyal Gor,Indian Television Actress,Actor,,,India,,,,1994-11-02,,Mumbai,,,
Pushpavalli,Indian Actress,Actor,,,India,,,Gemini Ganesan,1925-01-03,1991-00-00,Tadepalligudem,,,
R. Shyamala,Indian Politician,Politician,,,India,,,,,,,,,
R. Leema Rose,Indian Politician,Politician,,,India,,,,,,,,,
Radha Mangeshkar,Indian Singer,Singer,,,India,Hridaynath Mangeshkar,,,1981-07-29,,Maharashtra,,,
Radhika Chaudhari,Indian Actress,Actor,,,India,,,,1987-10-20,,,,,
Rj Ophelia,Indian Radio Presenter,Radio Personality,,,India,,,,,,,,,
Ragasya,Indian Film Actress And Model,Actor,,,India,,,,1988-09-25,,Mumbai,,,
Rajashree Choudhury,American Yogi,Yogi,,,India,,,Bikram Choudhury,1965-05-07,,Kolkata,,,
Rajeshwari Sachdev,Indian Actress,Actor,Guru Nanak Khalsa College,,India,,,Varun Badola,1975-04-14,,Mumbai,,,
Rajkumari Surajkala,Indian Politician,Politician,,,India,,,,,,,,,
Rajwinder Kaur,Indian Sprinter,Sprinter,,,India,,,,1988-12-22,,,,,
Ramani Nallathambi,Indian Politician,Politician,,,India,,,,,,,,,
Ramya Sri,Indian Actress,Actor,,,India,,,,1977-08-15,,Visakhapatnam,,,
Ranjitha,Indian Actress,Actor,,,India,,,,1975-06-04,,,,,
Rashi Bunny,Indian Actress,Actor,University Of Delhi,,India,,,,,,Mumbai,,,
Rasoolan Bai,Indian Singer,Singer,,,India,,,,1902-01-01,1974-12-15,Kachhwa,Varanasi,,
Rashmi Bansal,Indian Writer,Academic,Indian Institute Of Management Ahmedabad,,India,,,,1985-01-01,,Mumbai,,,
Reetika Khera,Indian Economist And Activist,Economist,Delhi School Of Economics,,India,,,,,,India,,,
Reshma Gandhi,Cricketer,Cricketer,,,India,,,,1974-12-16,,Ahmednagar,,,
Ritu Nanda,Indian Businesswoman,Businessperson,,,India,Raj Kapoor,Krishna Kapoor,,1948-10-30,2020-01-14,Mumbai,New Delhi,,
Reena Bhardwaj,British Singer,Singer,,,United Kingdom,,,,,,London,,,
Renu Saikia,Indian Actress,Actor,,,India,,,,1934-12-10,2011-11-17,"Sripuria, Tinsukia",Assam,,
Rekha Bhardwaj,Indian Singer,Singer,"Hindu College, University Of Delhi",,India,,,Vishal Bhardwaj,1964-01-23,,Delhi,,,
Rinki Bhattacharya,"Indian Writer, Columnist And Documentary Filmmaker",Film Director,,,India,Bimal Roy,,Basu Bhattacharya,1942-01-01,,Kolkata,,,
Richa Chadha,Indian Actress,Actor,St. Stephen'S College,,India,,,,1986-12-18,,Amritsar,,,
Rushyendramani,Indian Actress,Actor,,,India,,,,1917-01-01,2002-08-17,Vijayawada,Chennai,,
Roshni Nadar,Indian Businesswoman,Businessperson,Kellogg School Of Management,,India,Shiv Nadar,Kiran Nadar,,1982-01-01,,,,,
Yamini Krishnamurthy,Indian Dancer,Dancer,,,India,,,,1940-12-20,,India,,,
Sabira Merchant,Indian Actress,Actor,,,India,,,,1942-08-07,,,,,
Sahana Devi,"Indian Singer,",Singer,,,British India,,,,1897-00-00,1990-00-00,,,,
Saba Azad,Actor And Singer,Actor,,,India,,,,1990-00-00,,Delhi,,,
Sahiti G,Indian Singer,Singer,,,India,,,,1987-02-12,,Vizianagaram,,,
Sangita Dabir,Cricketer,Cricketer,,,India,,,,1971-01-22,,Nagpur,,,
Sangeetha Katti,Indian Singer,Singer,,,India,,,,1970-10-07,,Dharwad,,,
Sanchita Bhattacharya,Indian Playback Singer,Singer,,,India,,,,1992-02-19,,Kolkata,,,
Sangeeta Kumari Singh Deo,Indian Politician,Politician,,,India,,,Kanak Vardhan Singh Deo,1961-12-03,,New Delhi,,,
Sanjjanaa,Indian Model And Film Actress,Model,,,India,,,,1983-10-10,,Bengaluru,,,
Sanaya Irani,Indian Actress,Actor,,,India,,,Mohit Sehgal,1983-09-17,,Mumbai,,,
Santosh Chowdhary,Indian Politician,Politician,,,India,,,,1944-10-05,,Solan,,,
Sapna Awasthi,Indian Playback  Singer,Singer,,,India,,,,,,,,,
Sanusha,Indian Actress,Actor,,,India,,,,1994-11-03,,Kannur,,,
Sapna Bhavnani,Hair Stylist,Hairdresser,,,India,,,,1971-01-05,,Mumbai,,,
Saroja Ramamrutham,Indian Actress,Actor,,,India,,,,1931-00-00,2019-10-15,Chennai,,,
Seema Azmi,Indian Actress,Actor,National School Of Drama,,India,,,,,,Delhi,,,
Shantipriya,Indian Actress,Actor,,,India,,,Siddharth Ray,1966-03-27,,Andhra Pradesh,,,
Seema,Indian Actress,Actor,,,India,,,I. V. Sasi,1957-05-22,,Choolaimedu,,,
Shabnam Virmani,Indian Film Director,Author,Cornell University,,India,,,,,,,,,
Neha,Indian Actress,Actor,,,India,,,Manoj Bajpai,1975-04-18,,Nanded,,,
Sharan Rani Backliwal,Indian Singer,Music Pedagogue,Indraprastha College For Women,,India,,,,1929-04-09,2008-04-08,Delhi,Delhi,,
Shivani Bhai,Indian Actress,Actor,,,India,,,Prasanth Parameswaran,1988-05-26,,Thiruvananthapuram,,,
Shaoli Mitra,Bengali Actress,Actor,,,India,Sombhu Mitra,Tripti Mitra,,,,,,,
Shernaz Patel,Indian Actress,Actor,University Of Mumbai,,India,,,,,,Mumbai,,,
Shazia Ilmi,Indian Politician And Social Activist,Journalist,,,India,,,,1970-01-01,,Kanpur,,,
Shobana Jeyasingh,Indian-Born British Choreographer,Choreographer,,,United Kingdom,,,,1957-03-26,,Chennai,,,
Shubha Tole,Indian Neuroscientist,Neuroscientist,California Institute Of Technology,,India,,,Sandip Trivedi,1967-08-00,,,,,
Shonali Bose,Indian Film Director,Film Director,Columbia University,,India,,,Bedabrata Pain,1965-06-03,,Kolkata,,,
Shraddha Arya,Shraddha Arya,Actor,University Of Mumbai,,India,,,,1987-08-17,,New Delhi,,,
Shoma Anand,Indian Actress,Actor,,,India,,,,1958-02-16,,Mumbai,,,
Shobha Sen,Indian Actress,Actor,University Of Calcutta,,India,,,Utpal Dutt,1923-09-00,2017-08-13,Faridpur District,,,
Shruti Marathe,Indian Marathi Actress,Actor,,,India,,,,1990-10-10,,Pune,,,
Smitha Madhav,Indian Dancer,Singer,,,India,,,,,,,,,
Sneha Khanwalkar,Music Composer,Composer,,,India,,,,1983-04-28,,Indore,,,
Shweta Kawatra,Indian Actress,Model,,,India,,,Manav Gohil,1976-00-00,,Delhi,,,
Sindhuja Rajamaran,Indian Artist And Businesswoman,Businessperson,,,India,,,,1997-01-27,,,,,
Smriti Mishra,Indian Actress,Actor,,,India,,,,,,,,,
Soumili Biswas,"Indian Bengali Film And Television Actress, Classical Dancer, Model",Actor,University Of Calcutta,,India,,,,,,Kolkata,,,
Sonali Khare,Indian Actress,Actor,,,India,,,,1982-12-05,,,,,
Srirangam Gopalaratnam,Indian Singer,Singer,,Telugu,India,,,,1939-01-01,1993-03-16,Vizianagaram District,,,
Sriya Reddy,Indian Actress,Actor,Maturi Venkata Subba Rao Engineering College,,India,,,Vikram Krishna,1983-04-03,,Hyderabad,,,
Sona Heiden,Indian Actress,Actor,,,India,,,,1969-06-13,,India,,,
Sonarika Bhadoria,Indian Actress,Actor,,,India,,,,1992-12-03,,Mumbai,,,
Soni Sori,Indian Activist And Prisoner,Human Rights Activist,,,India,,,,1975-01-01,,Chhattisgarh,,,
Sreejita De,Indian Actress,Actor,,,India,,,,1989-07-19,,Haldia,,,
Sonal Mansingh,Indian Bharatanatyam Dancer,Choreographer,,,India,,Poornima Arvind Pakvasa,,1944-04-30,,Mumbai,,,
Sooni Taraporevala,Indian Film Director,Screenwriter,Harvard University,,India,,,,1957-01-01,,Mumbai,,,
Sruthi Lakshmi,Actress,Actor,,,India,,,,1986-09-08,,Kannur,,,
Subhadra Pradhan,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1986-06-05,,Sundargarh District,,,
Sucheta Kadethankar,Indian Sportswoman,Athletics Competitor,,,India,,,,1977-12-31,,,,,
Suja Karthika,Indian Actress,Actor,,,India,,,,1985-03-22,,,,,
Suman Mahato,Indian Politician,Politician,,,India,,,Sunil Kumar Mahato,1964-12-04,,,,,
Suman Bala,Indian Field Hockey Player,Field Hockey Player,,,India,,,,1981-12-15,,,,,
Sumita Sanyal,Indian Actress,Actor,University Of Calcutta,,India,,,,1945-10-09,2017-07-09,Darjeeling,,,
Sunitha Sarathy,Indian Singer,Singer,,,India,,,,,,Chennai,,,
Sushmita Mukherjee,Indian Actress,Actor,University Of Delhi,,India,,,Raja Bundela,,,Kolkata,,,
Swini Khara,Indian Actress,Actor,Ryan International Group Of Institutions,,India,,,,1998-07-12,,India,,,
Swati Sen,Indian Actress,Actor,Film And Television Institute Of India,,India,,,,,,,,,
Swargajyoti Barooah,Indian Actress,Actor,,,India,,,,,,Assam,,,
Taneti Vanitha,Indian Politician,Politician,,,India,,,,,,,,,
Tarkeshwari Sinha,Indian Politician,Politician,London School Of Economics And Political Science,,India,,,,1926-12-26,2007-08-14,Patna,New Delhi,,
Tarla Dalal,Chef,Cook,,,India,,,,1936-06-03,2013-11-06,Pune,Mumbai,Natural Causes,Myocardial Infarction
T. P. Rajalakshmi,Indian Film Actress And Director,Film Director,,,British India,,,,1911-11-11,1964-00-00,Thiruvaiyaru,,,
T. V. Rathinam,Singer,Singer,,,India,,,,1930-00-00,1984-10-17,,,,
Tapur Chatterjee,Indian Model,Model,,,India,,,,1980-04-24,,Kolkata,,,
Thottakkattu Madhaviamma,Indian Politician,Politician,,,India,,,,,,,,,
Tina Sani,Pakistani Singer,Singer,Karachi American School,,India,,,,,,,,,
Tathoi Deb,Actress,Actor,,,India,,,,1997-10-11,,Kolkata,,,
Uma Ramanan,Singer,Singer,,,India,,,,,,,,,
Unniyarcha,Indian Warrior And Heroine,Actor,,,India,,,,,,,,,
Tripti Mukherjee,Singer,Singer,,,India,,,,,,,,,
Uma Chowdhry,American Chemist,Chemist,Indian Institute Of Science,,India,,,,1947-01-01,,Mumbai,,,
Uma Rama Rao,Dancer And Choreographer,Choreographer,North-Eastern Hill University,,British India,,,,1938-07-04,2016-08-27,Visakhapatnam,,,
Upinder Singh,Author,Historian,Mcgill University,,India,Manmohan Singh,Gursharan Kaur,,1959-06-22,,Amritsar,,,
Usha Sharma,Actor And Dancer,Actor,,,India,,,,,,Haryana,,,
Usha Ganguly,Indian Actress,Actor,University Of Calcutta,,India,,,,1945-00-00,2020-04-23,Jodhpur,Kolkata,,
V. Saroja,Member Of Parliament,Politician,,,India,,,,1948-06-12,,,,,
Vandana Srinivasan,Indian Singer,Playback Singer,,,India,,,,1988-05-22,,,,,
Vanisri,Indian Actress,Actor,,Telugu,India,,,,1948-08-03,,Nellore,,,
Vega Tamotia,Indian Actress,Actor,University Of New South Wales,,India,,,,1981-05-07,,Chhattisgarh,,,
Villoo Morawala-Patell,Founder & Managing Director Of Avesthagen Ltd,Organizational Founder,University Of Mumbai,,India,,,,1955-06-18,,Navsari,,,
Vijayalakshmy Subramaniam,Carnatic Music Singer,Singer,Annamalai University,,India,,,,,,,,,
Viji Prakash,Founder Of Shakti Dance Company,Dancer,,,India,,,,1956-05-03,,India,,,
Wasna Ahmed,Indian Actress,Actor,,,India,,,,1989-08-13,,Kolkata,,,
Shweta Shetty,Indian Singer,Singer,,,India,,,,1969-01-01,,Mumbai,,,
Chetna Solanki,Indian Athletics Competitor,Athletics Competitor,,,India,,,,1986-01-17,,,,,
Yuvika Chaudhary,Indian Actress,Actor,,,India,,,Prince Narula,1986-08-02,,Baraut,,,
Zoya Khan,Indian Actress,Model,,,India,,,,1991-04-17,,New Delhi,,,
Harita Kaur Deol,Air Force Pilot From India,Aircraft Pilot,,,India,,,,1972-00-00,1996-12-25,,,,
Suman Sahai,"Indian Biochemist, Activist, And Plagiarist",Biochemist,Indian Agricultural Research Institute,,India,,,,2000-01-01,,India,,,
Isha Chawla,Actress,Actor,,,India,,,,1988-03-06,,Delhi,,,
कजरी (हिन्दी फ़िल्म कलाकार),Indian Actress,Actor,,,India,,,,,,,,,
Deepti Bhatnagar,Indian Actress,Actor,Chaudhary Charan Singh University,Hindi,India,,,,1967-09-30,,Meerut,,,
Neelima Tirumalasetti,Indian Film Producer,Television Producer,,,India,,,,1975-12-31,,Chirala,,,
Khushbir Kaur,Indian Racewalker,Athletics Competitor,,,India,,,,1993-07-09,,Rasulpur Kalan,,,
Meera Sanyal,"Leading Indian Banker, Independent Candidate For South Mumbai, President Indian Liberal Group",Politician,Harvard Business School,,India,,,,1961-04-15,2019-01-11,Kochi,Mumbai,Natural Causes,Cancer
Chandraghanta,Third Form Of Durga,Actor,,,India,,,Shiva,,1978-00-00,,,,
Suhasini Ganguly,भारतीय स्वतंत्रता संग्राम की सेनानी,Revolutionary,,,India,,,,1909-02-03,1965-03-23,Khulna,Kolkata,,
Jyotirmoyee Devi,Indian Writer,Writer,,,India,,,,1894-01-23,1988-11-17,Jaipur,Kolkata,,
Anuradha Ramanan,"Tamil Writer, Artist And Social Activist",Writer,,,India,,,,1947-06-29,2010-05-16,Thanjavur,Chennai,Natural Causes,Cardiac Arrest
Seema Pujare,Cricketer,Cricketer,,,India,,,,1976-09-08,,Mumbai,,,
Mugdha Chaphekar,Indian Actress,Actor,,,India,,,,1987-03-24,,Mumbai,,,
Lopamudra Bhattacharji,Cricketer,Cricketer,University Of Calcutta,,India,,,,1960-01-31,,India,,,
Y. Vijaya,Indian Actress,Actor,,Telugu,India,,,,1957-02-08,,Kurnool,,,
Sandhya,Indian Old Actress,Actor,,,India,,,,1924-01-01,,,,,
రేకందాస్ ఉత్తరమ్మ,Indian Actress,Actor,,,India,,,,1948-01-01,,,,,
K. Omanakutty,Indian Singer,Singer,,,India,,,,,,,,,
Nivetha Tharseth,Indian Actress,Actor,,,India,,,,1995-10-15,,Chennai,,,
Sajitha R. Shankar,Indian Painter,Painter,,,India,,,,1967-12-09,,Kumaranalloor,,,
Aishwarya Patekar,Marathi Writer,Writer,,,India,,,,1977-01-01,,,,,
कल्पना (अभिनेत्री),Indian Actress,Actor,,,India,,,,1965-01-01,,,,,
Kadambari Kadam,Actress,Actor,,,India,,,,1988-10-13,,Mumbai,,,
ट्यूलिप जोशी,Indian Actress,Actor,,,India,,,,,,,,,
स्मिता डोंगरे,Indian Actress,Actor,,,India,,,,,,,,,
Nuggehalli Pankaja,Indian Writer,Novelist,,,India,,,,1929-06-02,,Bengaluru,,,
Swati Ghate,Chess Player From India,Chess Player,,,India,,,,1980-01-16,,,,,
Kamala Hampana,Indian Writer,Writer,University Of Mysore,Kannada,India,,,,1935-10-28,,Devanahalli,,,
Ramya Nsk,Indian Singer,Singer,,,India,,,,2000-00-00,,Chennai,,,
Ila Mitra,Bangladeshi Activist,Activist,Bethune College,,India,,,,1925-10-18,2002-10-13,Kolkata,Kolkata,,
Sabitha Anand,Indian Actress,Actor,,,India,J. A. R. Anand,,,1965-05-17,,,,,
Shameem Dev Azad,Indian Singer From Jammu And Kashmir,Singer,,,India,,,,,,Jammu And Kashmir,,,
Ambika Sukumaran,Indian Film Actress(Malayalam Cinema),Actor,,Malayalam,India,,,,1917-09-12,,Thiruvananthapuram,,,
Neena Kurup,Indian Actress,Actor,,,India,,,,1967-05-03,,Kozhikode,,,
Somdatta Sinha,Indian Biologist,Biologist,Visva-Bharati University,,India,,,,1951-01-01,,,,,
Minnie M. Mathan,Indian Scientist,Scientist,"Christian Medical College & Hospital, Vellore",,India,,,,1937-12-16,,,,,
Sreebala K Menon,Indian Film Director,Film Director,,,India,,,,,,,,,
Chandralekha,Indian Singer,Singer,,,India,,,,,,,,,
Arundhati Bhattacharya,Indian Banker,Banker,Jadavpur University,,India,,,,1956-03-18,,Kolkata,,,
Renee M. Borges,Indian Ecologist And Evolutionary Biologist,Ecologist,University Of Mumbai,,India,,,,1959-02-25,,,,,
